Date and Time:                Mon May 26 11:34:47.997 2025
Software Version:             4.30.30034.0
Temperature (C):              -35
Model:                        DU401_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0.1
Accumulate Cycle Time (secs): 0.1
Frequency (Hz):               10
Number of Accumulations:      15
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 16.25
Pixel Readout Time (usecs):   10
Serial Number:                24210
Pre-Amplifier Gain:           1.7x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
DongWooDM500i:
Serial Number:                
Wavelength (nm):              690
Grating Groove Density (l/mm):1200



671.08093	233
671.11823	194
671.15552	252
671.19281	223
671.2301	228
671.26746	216
671.30475	239
671.34204	241
671.37933	233
671.41663	216
671.45392	231
671.49121	235
671.5285	237
671.5658	230
671.60309	239
671.64038	258
671.67761	211
671.7149	231
671.7522	236
671.78949	245
671.82678	227
671.86407	204
671.90137	250
671.9386	228
671.97589	225
672.01318	197
672.05048	210
672.08771	212
672.125	232
672.16229	223
672.19952	242
672.23682	212
672.27411	228
672.31134	203
672.34863	243
672.38586	236
672.42316	223
672.46045	198
672.49768	239
672.53497	230
672.5722	204
672.6095	208
672.64673	228
672.68396	208
672.72125	183
672.75848	208
672.79578	237
672.83301	218
672.87024	214
672.90753	228
672.94476	206
672.98199	234
673.01929	211
673.05652	232
673.09375	227
673.13098	230
673.16827	204
673.20551	233
673.24274	222
673.27997	217
673.3172	196
673.35443	199
673.39172	229
673.42896	217
673.46619	211
673.50342	217
673.54065	224
673.57788	208
673.61511	200
673.65234	189
673.68958	223
673.72681	214
673.76404	199
673.80127	212
673.8385	227
673.87567	234
673.9129	201
673.95013	211
673.98737	231
674.0246	212
674.06183	198
674.099	188
674.13623	225
674.17346	242
674.21069	196
674.24786	202
674.2851	225
674.32233	207
674.3595	185
674.39673	186
674.43396	208
674.47113	211
674.50836	193
674.54553	219
674.58276	216
674.61993	207
674.65717	190
674.6944	201
674.73157	206
674.76874	226
674.80597	211
674.84314	178
674.88037	198
674.91754	227
674.95477	183
674.99194	201
675.02911	214
675.06635	208
675.10352	213
675.14069	196
675.17786	211
675.21509	225
675.25226	198
675.28943	196
675.3266	216
675.36383	202
675.401	208
675.43817	174
675.47534	205
675.51251	191
675.54968	198
675.58685	182
675.62402	196
675.66119	209
675.69836	201
675.73553	192
675.77271	212
675.80988	223
675.84705	203
675.88422	203
675.92139	200
675.95856	203
675.99573	208
676.0329	187
676.07007	209
676.10718	200
676.14435	199
676.18152	202
676.21869	196
676.25586	221
676.29297	191
676.33014	178
676.36731	214
676.40442	193
676.44159	193
676.47876	182
676.51587	196
676.55304	206
676.59021	185
676.62732	197
676.66449	193
676.7016	219
676.73877	175
676.77588	183
676.81305	168
676.85016	207
676.88733	174
676.92444	189
676.96161	217
676.99872	206
677.03583	214
677.073	201
677.11011	220
677.14728	223
677.18439	191
677.2215	192
677.25861	203
677.29578	211
677.33289	197
677.37	196
677.4071	212
677.44427	184
677.48138	187
677.51849	197
677.5556	212
677.59271	196
677.62982	177
677.66693	206
677.70404	213
677.74115	195
677.77826	184
677.81537	202
677.85248	198
677.88959	199
677.9267	189
677.96381	194
678.00092	210
678.03802	195
678.07513	191
678.11224	198
678.14935	193
678.18646	180
678.22351	183
678.26062	186
678.29773	211
678.33484	203
678.37189	177
678.409	180
678.44611	181
678.48322	196
678.52026	184
678.55737	171
678.59442	183
678.63153	198
678.66864	200
678.70569	200
678.7428	208
678.77985	176
678.81696	197
678.854	167
678.89111	216
678.92816	195
678.96527	199
679.00232	182
679.03943	190
679.07648	188
679.11353	177
679.15063	200
679.18768	175
679.22473	187
679.26184	197
679.29889	170
679.33594	184
679.37305	194
679.4101	184
679.44714	172
679.48419	204
679.52124	187
679.55835	172
679.5954	170
679.63245	189
679.66949	185
679.70654	176
679.74359	192
679.78064	194
679.81769	174
679.85474	174
679.89178	166
679.92883	180
679.96588	182
680.00293	158
680.03998	175
680.07703	194
680.11407	178
680.15112	186
680.18811	194
680.22516	191
680.26221	198
680.29926	180
680.3363	187
680.37329	196
680.41034	198
680.44739	184
680.48444	197
680.52142	199
680.55847	193
680.59552	176
680.63251	188
680.66956	188
680.70654	185
680.74359	174
680.78064	164
680.81763	176
680.85468	184
680.89166	171
680.92871	180
680.9657	178
681.00269	179
681.03973	167
681.07672	186
681.11377	185
